Route_Number,Reason,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
Y902,Flat Tire,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,-1,6,Breakdown
M418,Problem Run,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,7,Running Late
L366,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
L014,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,6,Running Late
M561,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,8,Running Late
M677,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M278,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,25 MIN,9,Running Late
M659,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,5,Running Late
X001,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,15,Running Late
M817,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,4,Running Late
L623,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
L628,Other,08 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
N283,Heavy Traffic,08 O'Clock,Nassau County,"THOMAS BUSES, INC. ",1 HR,1,Running Late
L015,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,30 MIN,3,Running Late
W814,Heavy Traffic,08 O'Clock,All Boroughs,VAN TRANS LLC ,45 MIN,2,Running Late
L740,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
M198,Other,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
M935,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,25 MIN,10,Running Late
Y925,Accident,14 O'Clock,Others,"DON THOMAS BUSES, INC. ",45 MIN,5,Running Late
Y923,Heavy Traffic,15 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,1,Running Late
K033,Other,15 O'Clock,Brooklyn,"NEW DAWN TRANSIT, LLC ",45 MIN,5,Running Late
Y909,Heavy Traffic,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
M388,Weather Conditions,06 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,1,Running Late
M400,Weather Conditions,06 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,1,Running Late
X258,Other,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,1,Running Late
X391,Weather Conditions,06 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,1,Running Late
X024,Weather Conditions,06 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,2,Running Late
X100,Weather Conditions,06 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,2,Running Late
Y991,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
X500,Other,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,1,Running Late
Y964,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,1,Running Late
P240,Accident,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
Y985,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
Y959,Heavy Traffic,07 O'Clock,Manhattan,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
X000,Weather Conditions,07 O'Clock,Bronx,VAN TRANS LLC ,40 MIN,9,Running Late
L644,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
L019,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,2,Running Late
X830,Weather Conditions,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,6,Running Late
M525,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X833,Weather Conditions,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,5,Running Late
Q851,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
P875,Heavy Traffic,07 O'Clock,Queens,MUTUAL BUS CORP. ,45 MIN,5,Running Late
Y868,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,7,Running Late
M453,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
Q824,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,3,Running Late
X344,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",15-20 MIN,7,Running Late
K337,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
Y730,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,4,Running Late
X410,Weather Conditions,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
L338,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X411,Weather Conditions,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
M462,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,1,Running Late
M269,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X009,Weather Conditions,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
Q298,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,5,Running Late
J714,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X016,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,5,Running Late
M094,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,25 MIN,4,Running Late
L013,Heavy Traffic,07 O'Clock,Manhattan,B & F SKILLED INC.,30 MIN,2,Running Late
P547,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,30 MIN,2,Running Late
L536,Other,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
K877,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,25,Running Late
M735,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,35-45 MIN,5,Running Late
X570,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,20 MIN,9,Running Late
L016,Heavy Traffic,07 O'Clock,Manhattan,B & F SKILLED INC.,10 MIN,1,Running Late
Q485,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,40 MIN,1,Running Late
X403,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-30 MIN,3,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,4,Running Late
P608,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,30 MIN,3,Running Late
M220,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
X154,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,4,Running Late
L969,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
Y938,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,20 MIN,1,Running Late
Y868,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,4,Running Late
Q876,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,4,Running Late
Q196,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,3,Running Late
M095,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,10 MIN,2,Running Late
M282,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
M170,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
X407,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,25 MIN,7,Running Late
R553,Weather Conditions,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M041,Heavy Traffic,07 O'Clock,Manhattan,"THOMAS BUSES, INC. ",20 MIN,1,Running Late
P562,Other,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,5,Running Late
X807,Heavy Traffic,07 O'Clock,Bronx,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M254,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
Y926,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,9,Running Late
N004,Heavy Traffic,07 O'Clock,Nassau County,"THOMAS BUSES, INC. ",20 MIN,1,Running Late
X665,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,4,Running Late
W809,Heavy Traffic,07 O'Clock,Westchester,THOMAS BUSES INC ,30 MIN,1,Running Late
N222,Weather Conditions,07 O'Clock,All Boroughs,VAN TRANS LLC ,40 MIN,2,Running Late
X959,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,1,Running Late
Q527,Weather Conditions,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X651,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
U913,Heavy Traffic,07 O'Clock,Rockland County,PRIDE TRANSPORTATION ,30 MIN,3,Running Late
P243,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,5,Running Late
X696,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,7,Running Late
J708,Weather Conditions,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
L640,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
J709,Heavy Traffic,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X937,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,4,Running Late
Y909,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,5,Running Late
Y501,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
M235,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X204,Flat Tire,08 O'Clock,Bronx,VAN TRANS LLC ,-1,8,Breakdown
X014,Other,08 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,20-25 MIN,10,Running Late
X260,Accident,07 O'Clock,Bronx,"BORO TRANSIT, INC.",1 HR,10,Running Late
M278,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,12,Running Late
Y976,Heavy Traffic,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,6,Running Late
X009,Mechanical Problem,08 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,30-40 MIN,10,Running Late
Y501,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,4,Running Late
J712,Weather Conditions,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M502,Problem Run,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,10,Running Late
X825,Heavy Traffic,07 O'Clock,Bronx,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M010,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25 MIN,10,Running Late
W831,Weather Conditions,08 O'Clock,All Boroughs,VAN TRANS LLC ,45 MIN,1,Running Late
M054,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,6,Running Late
W814,Weather Conditions,08 O'Clock,Westchester,VAN TRANS LLC ,45 MIN,2,Running Late
M677,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
Y936,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,6,Running Late
M270,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,4,Running Late
K357,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
M286,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,4,Running Late
L004,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,30 MIN,2,Running Late
W946,Heavy Traffic,08 O'Clock,Westchester,CHILDREN`S TRANS INC. ,20 MIN,2,Running Late
Y943,Heavy Traffic,08 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,3,Running Late
L020,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,2,Running Late
K612,Weather Conditions,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
L015,Heavy Traffic,08 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,3,Running Late
X422,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,11,Running Late
M283,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,4,Running Late
J507,Heavy Traffic,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M659,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,5,Running Late
M130,Weather Conditions,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M633,Mechanical Problem,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,4,Breakdown
M773,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
L022,Heavy Traffic,08 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,5,Running Late
M753,Other,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,2,Running Late
M772,Weather Conditions,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
R657,Mechanical Problem,15 O'Clock,Staten Island,"RELIANT TRANS, INC. ",-1,1,Breakdown
X427,Mechanical Problem,16 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,45 MIN,4,Running Late
Y978,Heavy Traffic,06 O'Clock,Others,"DON THOMAS BUSES, INC. ",10 MIN,1,Running Late
Q8335,Won`t Start,06 O'Clock,Queens,PRIDE TRANSPORTATION ,-1,3,Breakdown
X901,Heavy Traffic,06 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,2,Running Late
M014,Other,06 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,2,Running Late
M776,Flat Tire,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,1 HR,3,Running Late
L904,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
L591,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X928,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,3,Running Late
Q975,Problem Run,06 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
M454,Other,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-30 MIN,3,Running Late
Q821,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,25 MIN,2,Running Late
K664,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
L016,Heavy Traffic,07 O'Clock,Manhattan,B & F SKILLED INC.,25 MIN,1,Running Late
Q298,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,3,Running Late
M462,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,1,Running Late
P547,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,10 MIN,1,Running Late
Y901,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,1,Running Late
R541,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
P562,Heavy Traffic,07 O'Clock,Manhattan,ACME BUS CORP. ,40 MIN,5,Running Late
K660,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
M543,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
X696,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,3,Running Late
K877,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
P855,Problem Run,07 O'Clock,Others,FIRST STEPS TRANSP INC. ,15 MIN,3,Running Late
L737,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M220,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,40 MIN,4,Running Late
Q485,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,3,Running Late
M179,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
M139,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
M094,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,4,Running Late
L353,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
M549,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
M088,Other,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",45 MIN,4,Running Late
X023,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,10-15 MIN,12,Running Late
R546,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X918,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
L537,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
L653,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
M282,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
R553,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,9,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,6,Running Late
X344,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-30 MIN,5,Running Late
Q402,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
J708,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,9,Running Late
K637,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",10 MIN,6,Running Late
L520,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
M493,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
X609,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,6,Running Late
M519,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
Y917,Heavy Traffic,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,13,Running Late
X616,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,9,Running Late
M956,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,8,Running Late
P302,Accident,07 O'Clock,Manhattan,ACME BUS CORP. ,45 MIN,3,Running Late
M935,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,10,Running Late
X344,Other,08 O'Clock,Bronx,"BORO TRANSIT, INC.",35-40 MIN,6,Running Late
M659,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,6,Running Late
L680,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
M477,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,2,Running Late
L623,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
L013,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
M270,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,5,Running Late
Q532,Heavy Traffic,08 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
X024,Mechanical Problem,08 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,1 HR,6,Running Late
K665,Mechanical Problem,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,9,Breakdown
Y888,Delayed by School,08 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,1,Running Late
M303,Heavy Traffic,08 O'Clock,Manhattan,G.V.C. LTD. ,15 MIN,1,Running Late
M772,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
L740,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
M753,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
M665,Heavy Traffic,09 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
P530,Heavy Traffic,08 O'Clock,Others,ACME BUS CORP. ,20 MIN,5,Running Late
M767,Heavy Traffic,14 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
Y917,Other,15 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,8,Running Late
W815,Accident,16 O'Clock,Westchester,THOMAS BUSES INC ,1 HR,5,Running Late
L526,Heavy Traffic,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
X020,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
Y751,Heavy Traffic,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,20 MIN,1,Running Late
R634,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
Y985,Other,06 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",15 MIN,1,Running Late
Q152,Heavy Traffic,06 O'Clock,Queens,PRIDE TRANSPORTATION ,30 MIN,5,Running Late
L020,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,40 MIN,3,Running Late
P302,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,2,Running Late
M462,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
P608,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,3,Running Late
L022,Heavy Traffic,07 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,4,Running Late
Y917,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
Q821,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,25 MIN,3,Running Late
P562,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,10 MIN,4,Running Late
K664,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
X696,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,4,Running Late
Q298,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,5,Running Late
Q825,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,5,Running Late
K877,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
P609,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,6,Running Late
Q195,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,5,Running Late
R709,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
M586,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
L644,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,1,Running Late
L737,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
X937,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,5,Running Late
M220,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,45 MIN,3,Running Late
L585,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
J505,Heavy Traffic,07 O'Clock,New Jersey,"THOMAS BUSES, INC. ",30 MIN,2,Running Late
R580,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
Q485,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,35 MIN,3,Running Late
L543,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
X024,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
Q810,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
K337,Other,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,7,Running Late
Q532,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
P885,Heavy Traffic,07 O'Clock,Others,FIRST STEPS TRANSP INC. ,15 MIN,5,Running Late
M935,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,1,Running Late
X009,Accident,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,45 MIN,8,Running Late
Y907,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,4,Running Late
X154,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,5,Running Late
J708,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",25 MIN,10,Running Late
M254,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
X344,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,6,Running Late
Q2980,Other,07 O'Clock,Queens,PRIDE TRANSPORTATION ,30 MIN,7,Running Late
M519,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
