Route_Number,Reason,Schools_Serviced,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
Y926,Heavy Traffic,7480,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,9,Running Late
N004,Heavy Traffic,75627,07 O'Clock,Nassau County,"THOMAS BUSES, INC. ",20 MIN,1,Running Late
X665,Heavy Traffic,8518,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,4,Running Late
W809,Heavy Traffic,75944,07 O'Clock,Westchester,THOMAS BUSES INC ,30 MIN,1,Running Late
N222,Weather Conditions,75485,07 O'Clock,All Boroughs,VAN TRANS LLC ,40 MIN,2,Running Late
X959,Heavy Traffic,7296,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,1,Running Late
Q527,Weather Conditions,24293,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X651,Heavy Traffic,12084,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
U913,Heavy Traffic,75810,07 O'Clock,Rockland County,PRIDE TRANSPORTATION ,30 MIN,3,Running Late
P243,Heavy Traffic,25802,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,5,Running Late
X696,Heavy Traffic,8101,08 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,7,Running Late
J708,Weather Conditions,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
L640,Heavy Traffic,20865,08 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
J709,Heavy Traffic,75003,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X937,Heavy Traffic,8349,08 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,4,Running Late
Y909,Heavy Traffic,12084,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,5,Running Late
Y501,Heavy Traffic,11816,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
M235,Heavy Traffic,2006,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X204,Flat Tire,8107,08 O'Clock,Bronx,VAN TRANS LLC ,-1,8,Breakdown
X014,Other,12486,08 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,20-25 MIN,10,Running Late
X260,Accident,10012,07 O'Clock,Bronx,"BORO TRANSIT, INC.",1 HR,10,Running Late
M278,Heavy Traffic,2911,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,12,Running Late
Y976,Heavy Traffic,11508,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,6,Running Late
X009,Mechanical Problem,12486,08 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,30-40 MIN,10,Running Late
Y501,Heavy Traffic,11816,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,4,Running Late
J712,Weather Conditions,75003,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M502,Problem Run,4839,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,10,Running Late
X825,Heavy Traffic,12084,07 O'Clock,Bronx,HOYT TRANSPORTATION CORP.,20 MIN,4,Running Late
M010,Heavy Traffic,3480,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25 MIN,10,Running Late
W831,Weather Conditions,75816,08 O'Clock,All Boroughs,VAN TRANS LLC ,45 MIN,1,Running Late
M054,Heavy Traffic,3480,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,6,Running Late
W814,Weather Conditions,75470,08 O'Clock,Westchester,VAN TRANS LLC ,45 MIN,2,Running Late
M677,Heavy Traffic,3464,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
Y936,Heavy Traffic,7025,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,6,Running Late
M270,Heavy Traffic,2911,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,4,Running Late
K357,Heavy Traffic,13433,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
M286,Heavy Traffic,2622,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,4,Running Late
L004,Heavy Traffic,13685,08 O'Clock,Brooklyn,B & F SKILLED INC.,30 MIN,2,Running Late
W946,Heavy Traffic,75407,08 O'Clock,Westchester,CHILDREN`S TRANS INC. ,20 MIN,2,Running Late
Y943,Heavy Traffic,11455,08 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,3,Running Late
L020,Heavy Traffic,"2,100,121,871",08 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,2,Running Late
K612,Weather Conditions,21225,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
L015,Heavy Traffic,13685,08 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,3,Running Late
X422,Heavy Traffic,10444,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,11,Running Late
M283,Heavy Traffic,2006,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,4,Running Late
J507,Heavy Traffic,75800,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M659,Heavy Traffic,2918,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,5,Running Late
M130,Weather Conditions,3004,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M633,Mechanical Problem,3279,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,4,Breakdown
M773,Heavy Traffic,3710,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
L022,Heavy Traffic,20685,08 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,5,Running Late
M753,Other,2531,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,2,Running Late
M772,Weather Conditions,3710,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
R657,Mechanical Problem,31505,15 O'Clock,Staten Island,"RELIANT TRANS, INC. ",-1,1,Breakdown
Y978,Heavy Traffic,12486,06 O'Clock,Others,"DON THOMAS BUSES, INC. ",10 MIN,1,Running Late
X901,Heavy Traffic,11068,06 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,2,Running Late
M014,Other,6008,06 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,2,Running Late
M776,Flat Tire,2138,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,1 HR,3,Running Late
L904,Heavy Traffic,17460,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
L591,Heavy Traffic,17138,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X928,Heavy Traffic,9003,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,3,Running Late
Q975,Problem Run,26445,06 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
M454,Other,3076,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-30 MIN,3,Running Late
Q821,Problem Run,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,25 MIN,2,Running Late
K664,Heavy Traffic,22139,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
L016,Heavy Traffic,"2,044,320,685",07 O'Clock,Manhattan,B & F SKILLED INC.,25 MIN,1,Running Late
Q298,Heavy Traffic,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,3,Running Late
M462,Problem Run,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,1,Running Late
P547,Heavy Traffic,25201,07 O'Clock,Others,ACME BUS CORP. ,10 MIN,1,Running Late
Y901,Heavy Traffic,7794,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,1,Running Late
R541,Heavy Traffic,31004,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
P562,Heavy Traffic,24075,07 O'Clock,Manhattan,ACME BUS CORP. ,40 MIN,5,Running Late
K660,Heavy Traffic,19036,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
M543,Heavy Traffic,2655,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
X696,Heavy Traffic,8101,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,3,Running Late
K877,Heavy Traffic,20180,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
L737,Heavy Traffic,18066,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M220,Problem Run,2654,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,40 MIN,4,Running Late
Q485,Problem Run,30230,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,3,Running Late
M179,Heavy Traffic,4112,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
M139,Heavy Traffic,1616,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
M094,Problem Run,3075,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,4,Running Late
L353,Heavy Traffic,14018,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
M549,Heavy Traffic,2655,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
M088,Other,2028,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",45 MIN,4,Running Late
X023,Other,11012,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,10-15 MIN,12,Running Late
R546,Heavy Traffic,31009,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X918,Heavy Traffic,9035,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
L537,Heavy Traffic,13046,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
L653,Heavy Traffic,18002,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
M282,Heavy Traffic,2930,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
R553,Heavy Traffic,31030,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,9,Running Late
X785,Heavy Traffic,10431,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,6,Running Late
X344,Other,10377,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-30 MIN,5,Running Late
Q402,Heavy Traffic,30008,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
J708,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,9,Running Late
K637,Heavy Traffic,22663,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",10 MIN,6,Running Late
L520,Heavy Traffic,20443,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
M493,Heavy Traffic,4839,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
X609,Heavy Traffic,7449,08 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,6,Running Late
M519,Heavy Traffic,4002,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
Y917,Heavy Traffic,12420,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,13,Running Late
X616,Heavy Traffic,7475,08 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,9,Running Late
M956,Heavy Traffic,2016,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,8,Running Late
P302,Accident,28139,07 O'Clock,Manhattan,ACME BUS CORP. ,45 MIN,3,Running Late
M935,Heavy Traffic,2699,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,10,Running Late
X344,Other,10377,08 O'Clock,Bronx,"BORO TRANSIT, INC.",35-40 MIN,6,Running Late
M477,Heavy Traffic,2019,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,2,Running Late
L623,Heavy Traffic,17862,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
M270,Heavy Traffic,2911,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,5,Running Late
Q532,Heavy Traffic,24687,08 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
K665,Mechanical Problem,22286,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,9,Breakdown
Y888,Delayed by School,7454,08 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,1,Running Late
M303,Heavy Traffic,4433,08 O'Clock,Manhattan,G.V.C. LTD. ,15 MIN,1,Running Late
M772,Heavy Traffic,3710,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
M753,Heavy Traffic,2531,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
M665,Heavy Traffic,2918,09 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
P530,Heavy Traffic,25912,08 O'Clock,Others,ACME BUS CORP. ,20 MIN,5,Running Late
M767,Heavy Traffic,6048,14 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
W815,Accident,75944,16 O'Clock,Westchester,THOMAS BUSES INC ,1 HR,5,Running Late
L526,Heavy Traffic,13433,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
X020,Heavy Traffic,11012,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
Y751,Heavy Traffic,11910,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,20 MIN,1,Running Late
Y985,Other,11076,06 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",15 MIN,1,Running Late
Q152,Heavy Traffic,30076,06 O'Clock,Queens,PRIDE TRANSPORTATION ,30 MIN,5,Running Late
L020,Heavy Traffic,"210,012,187,121,664",07 O'Clock,Brooklyn,B & F SKILLED INC.,40 MIN,3,Running Late
P302,Heavy Traffic,28139,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,2,Running Late
M462,Problem Run,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
P608,Heavy Traffic,29147,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,3,Running Late
L022,Heavy Traffic,20685,07 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,4,Running Late
Y917,Heavy Traffic,12420,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
Q821,Problem Run,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,25 MIN,3,Running Late
P562,Heavy Traffic,24075,07 O'Clock,Others,ACME BUS CORP. ,10 MIN,4,Running Late
K664,Heavy Traffic,22139,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
X696,Heavy Traffic,8101,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,4,Running Late
Q825,Problem Run,24490,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,5,Running Late
K877,Heavy Traffic,20180,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
P609,Heavy Traffic,26046,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,6,Running Late
Q195,Heavy Traffic,24075,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,5,Running Late
R709,Heavy Traffic,31469,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
M586,Heavy Traffic,18208,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
L644,Heavy Traffic,18208,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,1,Running Late
L737,Heavy Traffic,18066,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
X937,Heavy Traffic,8349,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,5,Running Late
M220,Problem Run,2654,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,45 MIN,3,Running Late
L585,Heavy Traffic,13265,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
J505,Heavy Traffic,75565,07 O'Clock,New Jersey,"THOMAS BUSES, INC. ",30 MIN,2,Running Late
R580,Heavy Traffic,31026,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
Q485,Problem Run,30230,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,35 MIN,3,Running Late
L543,Heavy Traffic,15689,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
X024,Other,11012,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
Q810,Problem Run,29405,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
K337,Other,22527,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X785,Heavy Traffic,10431,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,7,Running Late
Q532,Heavy Traffic,24687,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
P885,Heavy Traffic,30227,07 O'Clock,Others,FIRST STEPS TRANSP INC. ,15 MIN,5,Running Late
M935,Heavy Traffic,2699,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,1,Running Late
X009,Accident,12486,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,45 MIN,8,Running Late
Y907,Heavy Traffic,7224,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,4,Running Late
J708,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",25 MIN,10,Running Late
M254,Heavy Traffic,2909,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
X344,Other,10377,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,6,Running Late
M519,Heavy Traffic,4002,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
X427,Heavy Traffic,8072,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
M549,Heavy Traffic,4112,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
Q101,Heavy Traffic,24087,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,9,Running Late
J727,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
M317,Heavy Traffic,2310,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
K647,Heavy Traffic,19036,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,9,Running Late
X959,Heavy Traffic,7296,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,1,Running Late
M719,Heavy Traffic,4108,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
M254,Heavy Traffic,2909,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,4,Running Late
Y929,Heavy Traffic,7002,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,4,Running Late
R677,Other,31022,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",-1,6,Breakdown
M493,Heavy Traffic,4839,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X665,Heavy Traffic,8518,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,5,Running Late
M090,Heavy Traffic,3417,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,8,Running Late
M130,Heavy Traffic,3004,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
J712,Heavy Traffic,75003,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
J716,Heavy Traffic,75140,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
J508,Heavy Traffic,75580,08 O'Clock,New Jersey,"THOMAS BUSES, INC. ",25 MIN,1,Running Late
M045,Heavy Traffic,3452,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,15 MIN,9,Running Late
X407,Heavy Traffic,8320,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,20 MIN,3,Running Late
L520,Heavy Traffic,20443,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",1256 MIN,5,Running Late
M270,Heavy Traffic,2911,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
M566,Heavy Traffic,2568,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",2759 MIN,7,Running Late
L589,Heavy Traffic,17138,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
M427,Heavy Traffic,3417,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
L623,Heavy Traffic,17862,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
L013,Heavy Traffic,20685,08 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,3,Running Late
W806,Heavy Traffic,75912,08 O'Clock,Westchester,THOMAS BUSES INC ,20 MIN,4,Running Late
L035,Heavy Traffic,"2,083,521,894",08 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,4,Running Late
M274,Heavy Traffic,2930,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,5,Running Late
L015,Heavy Traffic,13685,08 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,3,Running Late
J507,Heavy Traffic,75800,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",30 MIN,2,Running Late
M278,Heavy Traffic,2911,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
M303,Heavy Traffic,4050,08 O'Clock,Manhattan,G.V.C. LTD. ,15 MIN,1,Running Late
X378,Accident,11543,08 O'Clock,Bronx,"BORO TRANSIT, INC.",45 MIN,6,Running Late
W813,Heavy Traffic,75944,08 O'Clock,Westchester,THOMAS BUSES INC ,15 MIN,1,Running Late
M974,Heavy Traffic,2990,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,2,Running Late
M753,Heavy Traffic,2531,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,2,Running Late
M038,Heavy Traffic,4657,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
Q604,Other,30460,09 O'Clock,Queens,HOYT TRANSPORTATION CORP.,20 MIN,1,Running Late
Q831,Problem Run,24490,14 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,4,Running Late
M379,Other,5030,06 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,1,Running Late
X087,Heavy Traffic,7434,06 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,2,Running Late
M586,Flat Tire,6143,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,5,Breakdown
P603,Heavy Traffic,24499,06 O'Clock,Others,ACME BUS CORP. ,15 MIN,2,Running Late
Q899,Mechanical Problem,30227,06 O'Clock,Queens,LITTLE RICHIE BUS SERVICE,-1,1,Breakdown
Y985,Heavy Traffic,11076,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,7,Running Late
Q821,Problem Run,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,25 MIN,4,Running Late
Q195,Problem Run,24075,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,5,Running Late
M462,Problem Run,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,1,Running Late
Q813,Heavy Traffic,27466,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,3,Running Late
K877,Heavy Traffic,20180,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
Q526,Mechanical Problem,24687,07 O'Clock,Queens,"RELIANT TRANS, INC. ",-1,3,Breakdown
Q824,Problem Run,28402,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,3,Running Late
M094,Problem Run,3075,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,4,Running Late
Y973,Heavy Traffic,11505,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,4,Running Late
Q551,Heavy Traffic,27306,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X065,Heavy Traffic,11003,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
M636,Heavy Traffic,3279,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
M317,Heavy Traffic,2310,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,8,Running Late
P875,Heavy Traffic,"2,840,228,600",07 O'Clock,Queens,MUTUAL BUS CORP. ,45 MIN,4,Running Late
L016,Heavy Traffic,20443,07 O'Clock,Manhattan,B & F SKILLED INC.,30 MIN,1,Running Late
M956,Heavy Traffic,2370,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
L644,Heavy Traffic,18208,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
Q163,Heavy Traffic,28471,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X696,Heavy Traffic,8101,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,6,Running Late
K337,Heavy Traffic,22527,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,7,Running Late
X673,Heavy Traffic,8062,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,8,Running Late
L537,Heavy Traffic,13046,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
K598,Heavy Traffic,14023,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,2,Running Late
M549,Heavy Traffic,2655,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
Q590,Heavy Traffic,26159,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
K567,Heavy Traffic,16455,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,11,Running Late
M519,Heavy Traffic,4002,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
K517,Heavy Traffic,15088,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X785,Heavy Traffic,10431,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,8,Running Late
M610,Heavy Traffic,5036,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
Y917,Heavy Traffic,12420,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,11,Running Late
P885,Heavy Traffic,30227,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,4,Running Late
X928,Heavy Traffic,9003,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,2,Running Late
X344,Other,10377,07 O'Clock,Bronx,"BORO TRANSIT, INC.",30-35 MIN,6,Running Late
J708,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
Q101,Heavy Traffic,24087,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
