Route_Number,Reason,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
X339,Heavy Traffic,10/13/2016 06:48:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,2,Running Late
X238,Heavy Traffic,10/13/2016 06:50:00 AM,Bronx,VAN TRANS LLC (B2192),25 mins,3,Running Late
X069,Heavy Traffic,10/13/2016 06:51:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,2,Running Late
M536,Heavy Traffic,10/13/2016 06:51:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,2,Running Late
X349,Heavy Traffic,10/13/2016 06:55:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,3,Running Late
C901,Heavy Traffic,10/13/2016 06:56:00 AM,Connecticut,VAN TRANS LLC (B2192),15 mins,1,Running Late
K664,Heavy Traffic,10/13/2016 06:56:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",20 min,1,Running Late
X714,Heavy Traffic,10/13/2016 06:56:00 AM,Bronx,"RELIANT TRANS, INC. (B232",15MINS,1,Running Late
C907,Heavy Traffic,10/13/2016 06:57:00 AM,Connecticut,VAN TRANS LLC (B2192),15 mins,1,Running Late
X205,Heavy Traffic,10/13/2016 06:58:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,4,Running Late
X000,Heavy Traffic,10/13/2016 06:59:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,4,Running Late
X8659,Heavy Traffic,10/13/2016 07:01:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,3,Running Late
K1361,Accident,10/13/2016 06:58:00 AM,Brooklyn,JOFAZ TRANSPORTATION INC.,1hr,1,Running Late
Y650,Heavy Traffic,10/13/2016 07:00:00 AM,,"BORO TRANSIT, INC.",25-30 MIN,3,Running Late
Q122,Heavy Traffic,10/13/2016 07:03:00 AM,Queens,"RELIANT TRANS, INC. (B232",15MINS,1,Running Late
P605,Heavy Traffic,10/13/2016 07:00:00 AM,,ACME BUS CORP. (B2321),25mins,2,Running Late
X443,Heavy Traffic,10/13/2016 07:09:00 AM,Bronx,G.V.C. LTD. (B2192),10,6,Running Late
X277,Heavy Traffic,10/13/2016 07:05:00 AM,Bronx,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
M016,Heavy Traffic,10/13/2016 07:05:00 AM,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,4,Running Late
M462,Problem Run,10/13/2016 07:12:00 AM,Manhattan,FIRST STEPS TRANSP INC. (,30 min,1,Running Late
M735,Heavy Traffic,10/13/2016 07:10:00 AM,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
X029,Heavy Traffic,10/13/2016 07:12:00 AM,Bronx,"RELIANT TRANS, INC. (B232",15MINS,3,Running Late
L761,Heavy Traffic,10/13/2016 07:17:00 AM,,"RELIANT TRANS, INC. (B232",15MINS,6,Running Late
X060,Heavy Traffic,10/13/2016 07:19:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,6,Running Late
R657,Heavy Traffic,10/13/2016 07:22:00 AM,Staten Island,"RELIANT TRANS, INC. (B232",15MINS,3,Running Late
Q8335,Heavy Traffic,10/13/2016 07:20:00 AM,Queens,PRIDE TRANSPORTATION (SCH,30 Min,6,Running Late
Q821,Problem Run,10/13/2016 07:24:00 AM,Queens,FIRST STEPS TRANSP INC. (,30 min,2,Running Late
K338,Heavy Traffic,10/13/2016 07:26:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",15MINS,3,Running Late
Q298,Problem Run,10/13/2016 07:26:00 AM,Queens,FIRST STEPS TRANSP INC. (,30 min,6,Running Late
Y989,Heavy Traffic,10/13/2016 07:28:00 AM,,"DON THOMAS BUSES, INC. (B",25MIN,3,Running Late
Q196,Problem Run,10/13/2016 07:28:00 AM,Queens,FIRST STEPS TRANSP INC. (,30 min,4,Running Late
Y908,Heavy Traffic,10/13/2016 07:28:00 AM,Bronx,"DON THOMAS BUSES, INC. (B",20 MIN,3,Running Late
L644,Heavy Traffic,10/13/2016 07:27:00 AM,,"RELIANT TRANS, INC. (B232",15MINS,3,Running Late
P603,Mechanical Problem,10/13/2016 07:25:00 AM,,ACME BUS CORP. (B2321),,4,Breakdown
Y923,Heavy Traffic,10/13/2016 07:30:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,5,Running Late
Q054,Heavy Traffic,10/13/2016 07:30:00 AM,Queens,"RELIANT TRANS, INC. (B232",15MINS,8,Running Late
P531,Heavy Traffic,10/13/2016 07:28:00 AM,,ACME BUS CORP. (B2321),15MINS,4,Running Late
X080,Heavy Traffic,10/13/2016 07:25:00 AM,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
X399,Heavy Traffic,10/13/2016 07:35:00 AM,Bronx,VAN TRANS LLC (B2192),45mins,3,Running Late
L939,Heavy Traffic,10/13/2016 07:32:00 AM,,"RELIANT TRANS, INC. (B232",15MINS,4,Running Late
L536,Heavy Traffic,10/13/2016 07:36:00 AM,,"RELIANT TRANS, INC. (B232",25 MIN,7,Running Late
X205,Heavy Traffic,10/13/2016 07:36:00 AM,Bronx,VAN TRANS LLC (B2192),30mins,10,Running Late
X617,Heavy Traffic,10/13/2016 07:37:00 AM,Bronx,G.V.C. LTD. (B2192),25 mins,7,Running Late
M220,Heavy Traffic,10/13/2016 07:38:00 AM,Manhattan,FIRST STEPS TRANSP INC. (,10 min,2,Running Late
X695,Heavy Traffic,10/13/2016 07:39:00 AM,Bronx,G.V.C. LTD. (B2192),15 mins,11,Running Late
M525,Heavy Traffic,10/13/2016 07:38:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",20 MIN,6,Running Late
M094,Heavy Traffic,10/13/2016 07:39:00 AM,Manhattan,FIRST STEPS TRANSP INC. (,30 min,5,Running Late
X959,Heavy Traffic,10/13/2016 07:42:00 AM,Bronx,G.V.C. LTD. (B2192),10 mins,6,Running Late
X307,Heavy Traffic,10/13/2016 07:23:00 AM,Bronx,VAN TRANS LLC (B2192),20 mins,5,Running Late
M247,Mechanical Problem,10/13/2016 07:35:00 AM,Manhattan,LEESEL TRANSP CORP (B2192,,3,Breakdown
X189,Heavy Traffic,10/13/2016 07:44:00 AM,Bronx,VAN TRANS LLC (B2192),30mins,10,Running Late
X044,Heavy Traffic,10/13/2016 07:45:00 AM,Bronx,VAN TRANS LLC (B2192),20 mins,10,Running Late
P723,Heavy Traffic,10/13/2016 07:46:00 AM,Manhattan,G.V.C. LTD. (B2192),20 mins,2,Running Late
X247,Heavy Traffic,10/13/2016 07:45:00 AM,Bronx,VAN TRANS LLC (B2192),30mins,10,Running Late
Y744,Heavy Traffic,10/13/2016 07:49:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,4,Running Late
X609,Heavy Traffic,10/13/2016 07:50:00 AM,Bronx,G.V.C. LTD. (B2192),20 mins,6,Running Late
W943,Heavy Traffic,10/13/2016 07:50:00 AM,Westchester,VAN TRANS LLC (B2192),20 mins,2,Running Late
M617,Heavy Traffic,10/13/2016 07:52:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",25 MIN,5,Running Late
X785,Heavy Traffic,10/13/2016 07:54:00 AM,Bronx,G.V.C. LTD. (B2192),25 mins,6,Running Late
L780,Heavy Traffic,10/13/2016 07:53:00 AM,,"RELIANT TRANS, INC. (B232",15 MIN,1,Running Late
X688,Heavy Traffic,10/13/2016 07:55:00 AM,Bronx,G.V.C. LTD. (B2192),20 mins,4,Running Late
W774,Heavy Traffic,07/25/2016 06:50:00 AM,Westchester,"RELIANT TRANS, INC.",20 minutes,2,Running Late
X225,Heavy Traffic,10/13/2016 07:56:00 AM,Bronx,VAN TRANS LLC (B2192),50mins,15,Running Late
Y916,Heavy Traffic,10/13/2016 07:48:00 AM,Bronx,"DON THOMAS BUSES, INC. (B",20 MIN,3,Running Late
J739,Heavy Traffic,10/13/2016 07:56:00 AM,New Jersey,"RELIANT TRANS, INC. (B232",30mins,5,Running Late
M535,Heavy Traffic,10/13/2016 08:03:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",30mins,5,Running Late
J712,Heavy Traffic,10/13/2016 08:02:00 AM,New Jersey,"RELIANT TRANS, INC. (B232",20MINS,2,Running Late
W829,Heavy Traffic,10/13/2016 07:58:00 AM,All Boroughs,VAN TRANS LLC (B2192),40mins,15,Running Late
M179,Heavy Traffic,10/13/2016 08:04:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",30mins,6,Running Late
X672,Heavy Traffic,10/13/2016 08:06:00 AM,Bronx,G.V.C. LTD. (B2192),30 mins,4,Running Late
M520,Heavy Traffic,10/13/2016 08:05:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",30mins,5,Running Late
X610,Heavy Traffic,10/13/2016 08:07:00 AM,Bronx,G.V.C. LTD. (B2192),15,9,Running Late
M181,Heavy Traffic,10/13/2016 08:07:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",30mins,5,Running Late
M677,Heavy Traffic,10/13/2016 08:04:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",20MINS,2,Running Late
X956,Heavy Traffic,10/13/2016 08:08:00 AM,Bronx,G.V.C. LTD. (B2192),15 mins,7,Running Late
K788,Heavy Traffic,10/13/2016 08:15:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",25 MIN,13,Running Late
X490,Heavy Traffic,10/13/2016 08:17:00 AM,Bronx,G.V.C. LTD. (B2192),10 mins,9,Running Late
M949,Heavy Traffic,10/13/2016 07:50:00 AM,Manhattan,LEESEL TRANSP CORP (B2192,45 min,3,Running Late
L024,Heavy Traffic,10/13/2016 08:23:00 AM,,"THOMAS BUSES, INC. (B2321",10 min,2,Running Late
Y937,Heavy Traffic,10/13/2016 07:20:00 AM,Bronx,PRIDE TRANSPORTATION (SCH,40min,2,Running Late
N585,Heavy Traffic,10/13/2016 08:20:00 AM,Nassau County,"BORO TRANSIT, INC.",20 min,3,Running Late
M899,Heavy Traffic,10/13/2016 08:24:00 AM,Manhattan,"THOMAS BUSES, INC. (B2321",20 min,2,Running Late
L015,Heavy Traffic,10/13/2016 08:36:00 AM,Manhattan,B & F SKILLED INC.(B2192),20 mins,3,Running Late
P526,Heavy Traffic,10/13/2016 08:38:00 AM,Manhattan,ACME BUS CORP. (B2321),10MINS,5,Running Late
P528,Heavy Traffic,10/13/2016 08:40:00 AM,,ACME BUS CORP. (B2321),10MINS,6,Running Late
P405,Heavy Traffic,10/13/2016 08:40:00 AM,,ACME BUS CORP. (B2321),7MINS,5,Running Late
M535,Mechanical Problem,10/13/2016 02:48:00 PM,Manhattan,"RELIANT TRANS, INC. (B232",,11,Breakdown
X601,Heavy Traffic,10/13/2016 04:06:00 PM,Bronx,G.V.C. LTD. (B2192),10MINS,4,Running Late
L832,Heavy Traffic,10/13/2016 04:36:00 PM,Manhattan,"RELIANT TRANS, INC. (B232",20min,1,Running Late
M753,Other,10/13/2016 04:34:00 PM,Manhattan,LEESEL TRANSP CORP (B2192,60MIN,1,Running Late
M9131,Accident,10/13/2016 04:51:00 PM,Manhattan,SNT BUS INC,40MINS,20,Running Late
Y909,Heavy Traffic,10/14/2016 06:10:00 AM,Bronx,PRIDE TRANSPORTATION (SCH,30 min,1,Running Late
L013,Heavy Traffic,10/14/2016 06:52:00 AM,Brooklyn,B & F SKILLED INC.(B2192),15 mins,2,Running Late
Y904,Other,10/14/2016 06:45:00 AM,Bronx,PRIDE TRANSPORTATION (SCH,40MIN,3,Running Late
L016,Heavy Traffic,10/14/2016 06:53:00 AM,Manhattan,B & F SKILLED INC.(B2192),15 mins,2,Running Late
L022,Heavy Traffic,10/14/2016 06:56:00 AM,Brooklyn,B & F SKILLED INC.(B2192),10 mins,3,Running Late
M712,Heavy Traffic,10/14/2016 07:05:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,6,Running Late
Q8335,Heavy Traffic,10/14/2016 06:50:00 AM,Queens,PRIDE TRANSPORTATION (SCH,45min,6,Running Late
L761,Heavy Traffic,10/14/2016 07:10:00 AM,,"RELIANT TRANS, INC. (B232",15MINS,5,Running Late
Y981,Heavy Traffic,10/14/2016 07:15:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,2,Running Late
Q806,Heavy Traffic,10/14/2016 07:17:00 AM,Queens,FIRST STEPS TRANSP INC. (,30,1,Running Late
X672,Heavy Traffic,10/14/2016 07:21:00 AM,Bronx,G.V.C. LTD. (B2192),30 mins,5,Running Late
L526,Heavy Traffic,10/14/2016 07:24:00 AM,,"RELIANT TRANS, INC. (B232",25 MIN,4,Running Late
Y942,Heavy Traffic,10/14/2016 07:25:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,5,Running Late
Q298,Heavy Traffic,10/14/2016 07:32:00 AM,Queens,FIRST STEPS TRANSP INC. (,15 mins,6,Running Late
P723,Heavy Traffic,10/14/2016 07:34:00 AM,Queens,G.V.C. LTD. (B2192),20 mins,2,Running Late
M8000,Other,10/14/2016 07:30:00 AM,Manhattan,SNT BUS INC,35-40 MIN,5,Running Late
Q512,Mechanical Problem,10/14/2016 07:35:00 AM,Queens,"RELIANT TRANS, INC. (B232",,4,Breakdown
Y991,Heavy Traffic,10/14/2016 07:30:00 AM,Bronx,"DON THOMAS BUSES, INC. (B",30 MINTUES,5,Running Late
X205,Heavy Traffic,10/14/2016 07:36:00 AM,Bronx,VAN TRANS LLC (B2192),30mins,10,Running Late
Y824,Heavy Traffic,10/14/2016 07:39:00 AM,Bronx,G.V.C. LTD. (B2192),15 mins,3,Running Late
Q821,Heavy Traffic,10/14/2016 07:39:00 AM,Queens,FIRST STEPS TRANSP INC. (,10 mins,4,Running Late
Y995,Heavy Traffic,10/14/2016 07:39:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,6,Running Late
M179,Heavy Traffic,10/14/2016 07:39:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",25 min,2,Running Late
X247,Heavy Traffic,10/14/2016 07:38:00 AM,Bronx,VAN TRANS LLC (B2192),20mins,10,Running Late
X696,Heavy Traffic,10/14/2016 07:41:00 AM,Bronx,G.V.C. LTD. (B2192),20 mins,6,Running Late
X225,Heavy Traffic,10/14/2016 07:41:00 AM,Bronx,VAN TRANS LLC (B2192),30mins,10,Running Late
L780,Heavy Traffic,10/14/2016 07:41:00 AM,,"RELIANT TRANS, INC. (B232",15MINS,1,Running Late
X695,Heavy Traffic,10/14/2016 07:42:00 AM,Bronx,G.V.C. LTD. (B2192),15 mins,12,Running Late
L353,Heavy Traffic,10/14/2016 07:43:00 AM,,"RELIANT TRANS, INC. (B232",15MINS,3,Running Late
M036,Problem Run,10/14/2016 07:44:00 AM,Manhattan,"THOMAS BUSES, INC. (B2321",30 min,3,Running Late
M550,Heavy Traffic,10/14/2016 07:45:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,6,Running Late
X399,Heavy Traffic,10/14/2016 07:44:00 AM,Bronx,VAN TRANS LLC (B2192),35mins,12,Running Late
Q592,Heavy Traffic,10/14/2016 07:46:00 AM,Queens,"RELIANT TRANS, INC. (B232",15MINS,5,Running Late
P236,Heavy Traffic,10/14/2016 07:45:00 AM,Queens,HOYT TRANSPORTATION CORP.,15 min,7,Running Late
R379,Mechanical Problem,10/14/2016 07:50:00 AM,Staten Island,"RELIANT TRANS, INC. (B232",,4,Breakdown
M617,Heavy Traffic,10/14/2016 07:51:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,4,Running Late
L547,Heavy Traffic,10/14/2016 07:50:00 AM,Queens,"RELIANT TRANS, INC. (B232",20,2,Running Late
X238,Heavy Traffic,10/14/2016 07:47:00 AM,Bronx,VAN TRANS LLC (B2192),30mins,10,Running Late
M536,Heavy Traffic,10/14/2016 07:53:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,3,Running Late
X717,Heavy Traffic,10/14/2016 07:56:00 AM,Bronx,"RELIANT TRANS, INC. (B232",15MINS,12,Running Late
M949,Heavy Traffic,10/14/2016 07:25:00 AM,Manhattan,LEESEL TRANSP CORP (B2192,30 Min,3,Running Late
L977,Heavy Traffic,10/14/2016 07:55:00 AM,Staten Island,HOYT TRANSPORTATION CORP.,30 min,3,Running Late
X936,Heavy Traffic,10/14/2016 08:07:00 AM,Bronx,G.V.C. LTD. (B2192),5 mins,6,Running Late
L547,Heavy Traffic,10/14/2016 08:01:00 AM,,"RELIANT TRANS, INC. (B232",15MINS,5,Running Late
M113,Heavy Traffic,10/14/2016 08:09:00 AM,Manhattan,FIRST STEPS TRANSP INC. (,1 hr,7,Running Late
M913,Heavy Traffic,10/14/2016 08:10:00 AM,Manhattan,G.V.C. LTD. (B2192),10 mins,2,Running Late
K220,Heavy Traffic,10/14/2016 08:12:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",25 min,4,Running Late
Y960,Heavy Traffic,10/14/2016 08:10:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,7,Running Late
N620,Heavy Traffic,10/14/2016 08:14:00 AM,Nassau County,"THOMAS BUSES, INC. (B2321",10 min,6,Running Late
M448,Heavy Traffic,10/14/2016 07:30:00 AM,Manhattan,LEESEL TRANSP CORP (B2192,30min,4,Running Late
M899,Heavy Traffic,10/14/2016 08:29:00 AM,Manhattan,"THOMAS BUSES, INC. (B2321",20 min,4,Running Late
W947,Heavy Traffic,10/14/2016 08:30:00 AM,Westchester,CHILDREN`S TRANS INC. (B2,20 min,4,Running Late
M211,Heavy Traffic,10/14/2016 09:27:00 AM,Manhattan,FIRST STEPS TRANSP INC. (,1 HR,3,Running Late
Q113,Mechanical Problem,10/14/2016 03:05:00 PM,Queens,"RELIANT TRANS, INC. (B232",,3,Breakdown
Y959,Heavy Traffic,10/14/2016 03:27:00 PM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,1,Running Late
Y920,Mechanical Problem,10/14/2016 03:50:00 PM,Bronx,"DON THOMAS BUSES, INC. (B",,1,Breakdown
M718,Mechanical Problem,10/14/2016 04:17:00 PM,Manhattan,"RELIANT TRANS, INC. (B232",,1,Breakdown
X217,Heavy Traffic,10/17/2016 06:33:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,1,Running Late
Y865,Other,10/17/2016 06:37:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,2,Running Late
L022,Heavy Traffic,10/17/2016 06:37:00 AM,Brooklyn,B & F SKILLED INC.(B2192),15 mins,1,Running Late
L016,Heavy Traffic,10/17/2016 06:40:00 AM,Brooklyn,B & F SKILLED INC.(B2192),15 mins,1,Running Late
X060,Heavy Traffic,10/17/2016 06:40:00 AM,Bronx,VAN TRANS LLC (B2192),,2,Running Late
X272,Heavy Traffic,10/17/2016 06:47:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,2,Running Late
X391,Heavy Traffic,10/17/2016 06:48:00 AM,Bronx,VAN TRANS LLC (B2192),20 mins,2,Running Late
X496,Other,10/17/2016 06:51:00 AM,Bronx,G.V.C. LTD. (B2192),20 mins,10,Running Late
Q010,Heavy Traffic,10/17/2016 06:40:00 AM,Queens,PRIDE TRANSPORTATION (SCH,1 hour,3,Running Late
X8659,Heavy Traffic,10/17/2016 06:51:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,3,Running Late
X644,Heavy Traffic,10/17/2016 06:58:00 AM,Bronx,G.V.C. LTD. (B2192),10min,1,Running Late
L013,Heavy Traffic,10/17/2016 06:55:00 AM,Manhattan,B & F SKILLED INC.(B2192),15 mins,2,Running Late
P605,Heavy Traffic,10/17/2016 06:45:00 AM,,ACME BUS CORP. (B2321),20mins,1,Running Late
P723,Heavy Traffic,10/17/2016 06:59:00 AM,Queens,G.V.C. LTD. (B2192),30MIN,1,Running Late
L761,Heavy Traffic,10/17/2016 07:04:00 AM,,"RELIANT TRANS, INC. (B232",15MINS,5,Running Late
X296,Heavy Traffic,10/17/2016 07:10:00 AM,Bronx,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
M303,Heavy Traffic,10/17/2016 07:16:00 AM,Manhattan,G.V.C. LTD. (B2192),20MIN,1,Running Late
W003,Other,10/17/2016 07:15:00 AM,Westchester,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
X690,Heavy Traffic,10/17/2016 07:18:00 AM,Bronx,G.V.C. LTD. (B2192),10min,3,Running Late
X040,Heavy Traffic,10/17/2016 07:20:00 AM,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
M359,Heavy Traffic,10/17/2016 07:20:00 AM,Manhattan,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
X018,Heavy Traffic,10/17/2016 07:25:00 AM,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
X205,Heavy Traffic,10/17/2016 07:28:00 AM,Bronx,VAN TRANS LLC (B2192),30mins,12,Running Late
M698,Other,10/17/2016 07:25:00 AM,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
X262,Heavy Traffic,10/17/2016 07:30:00 AM,Bronx,VAN TRANS LLC (B2192),20 mins,8,Running Late
M462,Problem Run,10/17/2016 07:30:00 AM,Manhattan,FIRST STEPS TRANSP INC. (,20 Min,1,Running Late
Q298,Heavy Traffic,10/17/2016 07:30:00 AM,Queens,FIRST STEPS TRANSP INC. (,15 MINUTES,6,Running Late
X346,Heavy Traffic,10/17/2016 07:31:00 AM,Bronx,VAN TRANS LLC (B2192),20mins,10,Running Late
X695,Heavy Traffic,10/17/2016 07:32:00 AM,Bronx,G.V.C. LTD. (B2192),15 mins,11,Running Late
J728,Flat Tire,10/17/2016 07:32:00 AM,New Jersey,"RELIANT TRANS, INC. (B232",,2,Breakdown
X087,Other,10/17/2016 07:30:00 AM,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
P608,Heavy Traffic,10/17/2016 07:30:00 AM,,ACME BUS CORP. (B2321),20mins,3,Running Late
X247,Heavy Traffic,10/17/2016 07:33:00 AM,Bronx,VAN TRANS LLC (B2192),30mins,10,Running Late
X973,Heavy Traffic,10/17/2016 07:33:00 AM,Bronx,G.V.C. LTD. (B2192),15MIN,10,Running Late
Y908,Heavy Traffic,10/17/2016 07:37:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,4,Running Late
Q002,Heavy Traffic,10/17/2016 07:38:00 AM,Queens,"RELIANT TRANS, INC. (B232",25 MIN,4,Running Late
M635,Heavy Traffic,10/17/2016 07:33:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,9,Running Late
X688,Heavy Traffic,10/17/2016 07:45:00 AM,Bronx,G.V.C. LTD. (B2192),20 mins,3,Running Late
Y887,Heavy Traffic,10/17/2016 07:47:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,2,Running Late
X915,Heavy Traffic,10/17/2016 07:48:00 AM,Bronx,G.V.C. LTD. (B2192),15 mins,5,Running Late
X785,Heavy Traffic,10/17/2016 07:49:00 AM,Bronx,G.V.C. LTD. (B2192),20 mins,6,Running Late
M949,Heavy Traffic,10/17/2016 07:40:00 AM,Manhattan,LEESEL TRANSP CORP (B2192,30 Min,3,Running Late
X672,Heavy Traffic,10/17/2016 07:52:00 AM,Bronx,G.V.C. LTD. (B2192),30 mins,6,Running Late
J788,Heavy Traffic,10/17/2016 07:45:00 AM,New Jersey,"RELIANT TRANS, INC. (B232",15MINS,4,Running Late
X531,Heavy Traffic,10/17/2016 07:55:00 AM,Bronx,G.V.C. LTD. (B2192),10 mins,9,Running Late
X940,Heavy Traffic,10/17/2016 07:56:00 AM,Bronx,G.V.C. LTD. (B2192),5,5,Running Late
X130,Heavy Traffic,10/17/2016 07:55:00 AM,Bronx,"RELIANT TRANS, INC. (B232",30mins,5,Running Late
L707,Mechanical Problem,10/17/2016 07:54:00 AM,Queens,"RELIANT TRANS, INC. (B232",,2,Breakdown
Q592,Heavy Traffic,10/17/2016 07:55:00 AM,Bronx,"RELIANT TRANS, INC. (B232",15MINS,3,Running Late
X308,Other,10/17/2016 07:58:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,12,Running Late
J708,Heavy Traffic,10/17/2016 07:58:00 AM,New Jersey,"RELIANT TRANS, INC. (B232",20,10,Running Late
X247,Heavy Traffic,10/17/2016 07:36:00 AM,Bronx,VAN TRANS LLC (B2192),30mins,12,Running Late
M913,Heavy Traffic,10/17/2016 08:05:00 AM,Manhattan,G.V.C. LTD. (B2192),10 mins,3,Running Late
M550,Heavy Traffic,10/17/2016 08:06:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,9,Running Late
W944,Heavy Traffic,10/17/2016 08:06:00 AM,Westchester,CHILDREN`S TRANS INC. (B2,20 mins,1,Running Late
Y938,Heavy Traffic,10/17/2016 07:30:00 AM,Bronx,PRIDE TRANSPORTATION (SCH,45min,2,Running Late
P593,Other,10/17/2016 08:05:00 AM,,ACME BUS CORP. (B2321),10mins,2,Running Late
J728,Heavy Traffic,10/17/2016 08:11:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,2,Running Late
W946,Heavy Traffic,10/17/2016 08:15:00 AM,Westchester,CHILDREN`S TRANS INC. (B2,15 min,2,Running Late
M113,Problem Run,10/17/2016 08:19:00 AM,Manhattan,FIRST STEPS TRANSP INC. (,45 min,7,Running Late
X601,Heavy Traffic,10/17/2016 04:06:00 PM,Bronx,G.V.C. LTD. (B2192),10MINS,3,Running Late
W004,Other,10/18/2016 06:38:00 AM,Westchester,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
L022,Heavy Traffic,10/18/2016 06:44:00 AM,Manhattan,B & F SKILLED INC.(B2192),15 mins,1,Running Late
L013,Heavy Traffic,10/18/2016 06:46:00 AM,Brooklyn,B & F SKILLED INC.(B2192),15 mins,2,Running Late
W814,Heavy Traffic,10/18/2016 06:51:00 AM,Westchester,VAN TRANS LLC (B2192),20 MINS,1,Running Late
X262,Heavy Traffic,10/18/2016 06:53:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,3,Running Late
X178,Heavy Traffic,10/18/2016 06:57:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,5,Running Late
Y909,Heavy Traffic,10/18/2016 06:40:00 AM,Bronx,PRIDE TRANSPORTATION (SCH,30 min,1,Running Late
X060,Heavy Traffic,10/18/2016 06:59:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,7,Running Late
X238,Heavy Traffic,10/18/2016 07:05:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,8,Running Late
W899,Heavy Traffic,10/18/2016 07:06:00 AM,Westchester,VAN TRANS LLC (B2192),20 mins,1,Running Late
X375,Heavy Traffic,10/18/2016 07:08:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,2,Running Late
M949,Heavy Traffic,10/18/2016 07:00:00 AM,Manhattan,LEESEL TRANSP CORP (B2192,30 Min,3,Running Late
X349,Heavy Traffic,10/18/2016 07:15:00 AM,Bronx,VAN TRANS LLC (B2192),15 mins,9,Running Late
X076,Other,10/18/2016 07:18:00 AM,Bronx,VAN TRANS LLC (B2192),30 mins,6,Running Late
Q821,Problem Run,10/18/2016 07:18:00 AM,Queens,FIRST STEPS TRANSP INC. (,15 mins,3,Running Late
M462,Problem Run,10/18/2016 07:20:00 AM,Manhattan,FIRST STEPS TRANSP INC. (,20 mins,1,Running Late
Y964,Heavy Traffic,10/18/2016 07:23:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,1,Running Late
Q101,Heavy Traffic,10/18/2016 07:25:00 AM,Queens,"RELIANT TRANS, INC. (B232",15MINS,1,Running Late
M635,Heavy Traffic,10/18/2016 07:26:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,9,Running Late
