Route_Number,Reason,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
X071,Heavy Traffic,09/08/2016 8:15,Bronx,CONSOLIDATED BUS TRANS. I,35-45 MIN,5,Running Late
Y956,Heavy Traffic,09/08/2016 8:03,Bronx,"DON THOMAS BUSES, INC. (B",30 MIN,2,Running Late
X837,Mechanical Problem,09/08/2016 7:55,Bronx,HOYT TRANSPORTATION CORP.,,1,Breakdown
X042,Heavy Traffic,09/08/2016 8:10,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,6,Running Late
X961,Heavy Traffic,09/08/2016 8:20,Bronx,G.V.C. LTD. (B2192),10 mins,9,Running Late
Y968,Heavy Traffic,09/08/2016 8:20,Bronx,"DON THOMAS BUSES, INC. (B",30 MIN,3,Running Late
L680,Heavy Traffic,09/08/2016 8:20,,"RELIANT TRANS, INC. (B232",15MINS,4,Running Late
M555,Heavy Traffic,09/08/2016 8:15,Manhattan,CONSOLIDATED BUS TRANS. I,35-40MIN,7,Running Late
M286,Heavy Traffic,09/08/2016 20:05,Manhattan,LEESEL TRANSP CORP (B2192,15 min,4,Running Late
X974,Heavy Traffic,09/08/2016 8:22,Bronx,G.V.C. LTD. (B2192),20 mins,4,Running Late
K102,Accident,09/08/2016 7:40,Brooklyn,"BORO TRANSIT, INC.",1hr 20mins,1,Running Late
M524,Heavy Traffic,09/08/2016 8:25,Manhattan,G.V.C. LTD. (B2192),15 mins,4,Running Late
L623,Heavy Traffic,09/08/2016 8:23,,"RELIANT TRANS, INC. (B232",15MINS,10,Running Late
M283,Heavy Traffic,09/08/2016 8:10,Manhattan,LEESEL TRANSP CORP (B2192,15 min,5,Running Late
X651,Heavy Traffic,09/08/2016 8:28,Bronx,G.V.C. LTD. (B2192),15,4,Running Late
X979,Heavy Traffic,09/08/2016 8:30,Bronx,G.V.C. LTD. (B2192),20 mins,4,Running Late
M226,Heavy Traffic,09/08/2016 8:31,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,8,Running Late
M949,Heavy Traffic,09/08/2016 8:10,Manhattan,LEESEL TRANSP CORP (B2192,20 min,3,Running Late
M125,Other,09/08/2016 8:25,Manhattan,CONSOLIDATED BUS TRANS. I,45 MIN,9,Running Late
Y903,Heavy Traffic,09/08/2016 8:20,,PRIDE TRANSPORTATION (SCH,20 min,6,Running Late
Y992,Heavy Traffic,09/08/2016 8:20,,PRIDE TRANSPORTATION (SCH,10 min,4,Running Late
X687,Heavy Traffic,09/08/2016 8:40,Bronx,G.V.C. LTD. (B2192),15 mins,2,Running Late
Q345,Mechanical Problem,09/08/2016 8:41,Queens,"RELIANT TRANS, INC. (B232",,10,Breakdown
X889,Heavy Traffic,09/08/2016 8:42,Bronx,G.V.C. LTD. (B2192),15 mins,2,Running Late
M722,Heavy Traffic,09/08/2016 8:20,Manhattan,HOYT TRANSPORTATION CORP.,40MIN,3,Running Late
Y963,Heavy Traffic,09/08/2016 8:35,,PRIDE TRANSPORTATION (SCH,10 min,3,Running Late
M090,Heavy Traffic,09/08/2016 8:47,Manhattan,FIRST STEPS TRANSP INC. (,30 min,7,Running Late
K778,Heavy Traffic,09/08/2016 8:51,Brooklyn,"RELIANT TRANS, INC. (B232",20 MIN,1,Running Late
X428,Heavy Traffic,09/08/2016 8:35,Bronx,PRIDE TRANSPORTATION (SCH,5 min,6,Running Late
Q057,Heavy Traffic,09/08/2016 8:35,Queens,PRIDE TRANSPORTATION (SCH,15 min,10,Running Late
M247,Heavy Traffic,09/08/2016 8:45,Manhattan,LEESEL TRANSP CORP (B2192,25 min,3,Running Late
M935,Heavy Traffic,09/08/2016 8:50,Manhattan,LEESEL TRANSP CORP (B2192,10 min,10,Running Late
M817,Problem Run,09/08/2016 9:20,Manhattan,LEESEL TRANSP CORP (B2192,1 HOUR,3,Running Late
Y933,Delayed by School,09/08/2016 2:15,,"DON THOMAS BUSES, INC. (B",20 MINTUES,1,Running Late
R698,Heavy Traffic,09/08/2016 14:51,Staten Island,"RELIANT TRANS, INC. (B232",20 minutes,5,Running Late
P532,Heavy Traffic,09/08/2016 15:19,,ACME BUS CORP. (B2321),25mins,5,Running Late
K109,Flat Tire,09/08/2016 15:20,Brooklyn,"BORO TRANSIT, INC.",,10,Breakdown
Y911,Delayed by School,09/08/2016 15:30,,"DON THOMAS BUSES, INC. (B",30 MINTUES,2,Running Late
X349,Delayed by School,09/08/2016 15:56,Bronx,VAN TRANS LLC (B2192),30 mins,14,Running Late
M602,Heavy Traffic,09/08/2016 15:50,Manhattan,FIRST STEPS TRANSP INC. (,30 MINS,2,Running Late
Y993,Heavy Traffic,09/09/2016 6:20,,"DON THOMAS BUSES, INC. (B",20 MINTUES,1,Running Late
M164,Heavy Traffic,09/09/2016 6:37,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,1,Running Late
X170,Heavy Traffic,09/09/2016 6:43,Bronx,"RELIANT TRANS, INC. (B232",15MINS,2,Running Late
K618,Mechanical Problem,09/09/2016 6:43,Brooklyn,"RELIANT TRANS, INC. (B232",,2,Breakdown
L658,Heavy Traffic,09/09/2016 6:48,,"RELIANT TRANS, INC. (B232",15MINS,4,Running Late
Y650,Heavy Traffic,09/09/2016 7:00,,"BORO TRANSIT, INC.",20-25 MIN,3,Running Late
Y959,Heavy Traffic,09/09/2016 7:10,,"DON THOMAS BUSES, INC. (B",20 MINTUES,2,Running Late
Y650,Heavy Traffic,09/09/2016 7:00,,"BORO TRANSIT, INC.",20-25 MIN,3,Running Late
L963,Heavy Traffic,09/09/2016 7:27,,"RELIANT TRANS, INC. (B232",20MINS,1,Running Late
K920,Heavy Traffic,09/09/2016 7:29,Brooklyn,"RELIANT TRANS, INC. (B232",30min,5,Running Late
M542,Heavy Traffic,09/09/2016 7:30,Manhattan,"RELIANT TRANS, INC. (B232",30min,6,Running Late
P683,Heavy Traffic,09/09/2016 7:20,,ACME BUS CORP. (B2321),25mins,3,Running Late
X928,Heavy Traffic,09/09/2016 7:30,Bronx,G.V.C. LTD. (B2192),10,4,Running Late
K780,Heavy Traffic,09/09/2016 7:31,Brooklyn,"RELIANT TRANS, INC. (B232",30min,9,Running Late
K877,Heavy Traffic,09/09/2016 7:30,Brooklyn,"RELIANT TRANS, INC. (B232",20 min,8,Running Late
K660,Heavy Traffic,09/09/2016 7:31,Brooklyn,"RELIANT TRANS, INC. (B232",30min,3,Running Late
P529,Heavy Traffic,09/09/2016 7:25,,ACME BUS CORP. (B2321),30mins,4,Running Late
K563,Heavy Traffic,09/09/2016 7:31,Brooklyn,"RELIANT TRANS, INC. (B232",30min,5,Running Late
K561,Heavy Traffic,09/09/2016 7:34,Brooklyn,"RELIANT TRANS, INC. (B232",20 MIN,3,Running Late
P558,Accident,09/09/2016 7:12,,ACME BUS CORP. (B2321),45mins,2,Running Late
L903,Heavy Traffic,09/09/2016 7:32,,"RELIANT TRANS, INC. (B232",15MINS,6,Running Late
M041,Heavy Traffic,09/09/2016 7:25,Manhattan,"THOMAS BUSES, INC. (B2321",30 MINS,1,Running Late
K957,Heavy Traffic,09/09/2016 7:38,Brooklyn,"RELIANT TRANS, INC. (B232",30min,3,Running Late
L737,Heavy Traffic,09/09/2016 7:30,Queens,"RELIANT TRANS, INC. (B232",15 MINS,1,Running Late
M956,Heavy Traffic,09/09/2016 7:39,Manhattan,"RELIANT TRANS, INC. (B232",30min,1,Running Late
K665,Heavy Traffic,09/09/2016 7:41,Brooklyn,"RELIANT TRANS, INC. (B232",30min,6,Running Late
Y730,Heavy Traffic,09/09/2016 7:30,,"DON THOMAS BUSES, INC. (B",20 MINTUES,5,Running Late
K895,Heavy Traffic,09/09/2016 7:39,Brooklyn,"RELIANT TRANS, INC. (B232",15MINS,9,Running Late
K517,Heavy Traffic,09/09/2016 7:42,Brooklyn,"RELIANT TRANS, INC. (B232",30min,3,Running Late
K337,Heavy Traffic,09/09/2016 7:42,Brooklyn,"RELIANT TRANS, INC. (B232",20 MIN,6,Running Late
K647,Heavy Traffic,09/09/2016 7:44,Brooklyn,"RELIANT TRANS, INC. (B232",30min,5,Running Late
K559,Heavy Traffic,09/09/2016 7:43,Brooklyn,"RELIANT TRANS, INC. (B232",15MINS,6,Running Late
M462,Problem Run,09/09/2016 7:41,Manhattan,FIRST STEPS TRANSP INC. (,30 mins,1,Running Late
K703,Heavy Traffic,09/09/2016 7:44,Brooklyn,"RELIANT TRANS, INC. (B232",20 MIN,7,Running Late
M533,Heavy Traffic,09/09/2016 7:42,Manhattan,"RELIANT TRANS, INC. (B232",15 MINS,3,Running Late
K563,Heavy Traffic,09/09/2016 7:46,Brooklyn,"RELIANT TRANS, INC. (B232",30min,6,Running Late
M720,Heavy Traffic,09/09/2016 7:40,Manhattan,LEESEL TRANSP CORP (B2192,20 MIN,5,Running Late
K555,Heavy Traffic,09/09/2016 7:48,Brooklyn,"RELIANT TRANS, INC. (B232",25 MIN,7,Running Late
R546,Heavy Traffic,09/09/2016 7:49,Staten Island,"RELIANT TRANS, INC. (B232",30min,4,Running Late
M620,Heavy Traffic,09/09/2016 7:48,Manhattan,"RELIANT TRANS, INC. (B232",15 MINS,1,Running Late
M090,Problem Run,09/09/2016 7:50,Manhattan,FIRST STEPS TRANSP INC. (,30 min,6,Running Late
X154,Heavy Traffic,09/09/2016 7:45,Bronx,"BORO TRANSIT, INC.",30-35 MIN,5,Running Late
R374,Heavy Traffic,09/09/2016 7:51,Staten Island,"RELIANT TRANS, INC. (B232",30min,6,Running Late
M935,Heavy Traffic,09/09/2016 7:45,Manhattan,LEESEL TRANSP CORP (B2192,15 MIN,4,Running Late
K956,Heavy Traffic,09/09/2016 7:52,Brooklyn,"RELIANT TRANS, INC. (B232",30min,10,Running Late
X940,Heavy Traffic,09/09/2016 7:51,Bronx,G.V.C. LTD. (B2192),25 mins,4,Running Late
Q851,Heavy Traffic,09/09/2016 7:25,Queens,HOYT TRANSPORTATION CORP.,15 min,3,Running Late
M521,Heavy Traffic,09/09/2016 7:53,Manhattan,HOYT TRANSPORTATION CORP.,10MNS,6,Running Late
M420,Problem Run,09/09/2016 7:55,Manhattan,FIRST STEPS TRANSP INC. (,20 mins,6,Running Late
M519,Heavy Traffic,09/09/2016 7:54,Manhattan,"RELIANT TRANS, INC. (B232",15 MINS,5,Running Late
J708,Heavy Traffic,09/09/2016 7:57,New Jersey,"RELIANT TRANS, INC. (B232",25 MIN,8,Running Late
X256,Heavy Traffic,09/09/2016 7:50,Bronx,"BORO TRANSIT, INC.",30-35 MIN,5,Running Late
M722,Heavy Traffic,09/09/2016 7:25,Manhattan,HOYT TRANSPORTATION CORP.,40 min,3,Running Late
K743,Heavy Traffic,09/09/2016 7:57,Brooklyn,"RELIANT TRANS, INC. (B232",30min,4,Running Late
Y868,Heavy Traffic,09/09/2016 7:45,Bronx,"DON THOMAS BUSES, INC. (B",30 MIN,6,Running Late
L785,Heavy Traffic,09/09/2016 7:59,,"RELIANT TRANS, INC. (B232",15 MIN,2,Running Late
X697,Heavy Traffic,09/09/2016 8:00,Bronx,G.V.C. LTD. (B2192),15 mins,6,Running Late
Q593,Heavy Traffic,09/09/2016 7:57,Queens,HOYT TRANSPORTATION CORP.,20MNS,5,Running Late
M724,Heavy Traffic,09/09/2016 7:49,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,9,Running Late
M719,Heavy Traffic,09/09/2016 7:58,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,1,Running Late
M502,Heavy Traffic,09/09/2016 7:55,Manhattan,LEESEL TRANSP CORP (B2192,20,8,Running Late
M792,Heavy Traffic,09/09/2016 8:03,Manhattan,"RELIANT TRANS, INC. (B232",20 MINS,6,Running Late
L590,Heavy Traffic,09/09/2016 8:00,Bronx,"RELIANT TRANS, INC. (B232",15 MINS,3,Running Late
Q582,Heavy Traffic,09/09/2016 8:01,Queens,HOYT TRANSPORTATION CORP.,20MNS,8,Running Late
L013,Heavy Traffic,09/09/2016 7:58,Manhattan,B & F SKILLED INC.(B2192),15 mins,3,Running Late
J724,Mechanical Problem,09/09/2016 8:04,New Jersey,"RELIANT TRANS, INC. (B232",,13,Breakdown
M381,Heavy Traffic,09/09/2016 7:56,Manhattan,CONSOLIDATED BUS TRANS. I,35-45 MIN,7,Running Late
M910,Heavy Traffic,09/09/2016 8:03,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,2,Running Late
M066,Mechanical Problem,09/09/2016 7:55,Manhattan,FIRST STEPS TRANSP INC. (,40 MINS,1,Running Late
M125,Heavy Traffic,09/09/2016 7:58,Manhattan,CONSOLIDATED BUS TRANS. I,35-45 MIN,7,Running Late
K749,Heavy Traffic,09/09/2016 8:07,Brooklyn,"RELIANT TRANS, INC. (B232",30min,4,Running Late
Q305,Heavy Traffic,09/09/2016 8:05,Queens,"RELIANT TRANS, INC. (B232",15 MINS,4,Running Late
M520,Heavy Traffic,09/09/2016 8:07,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,6,Running Late
Q583,Heavy Traffic,09/09/2016 8:06,Queens,HOYT TRANSPORTATION CORP.,10MNS,4,Running Late
N283,Mechanical Problem,09/09/2016 8:10,Nassau County,"THOMAS BUSES, INC. (B2321",,1,Breakdown
K769,Heavy Traffic,09/09/2016 8:09,Brooklyn,"RELIANT TRANS, INC. (B232",30min,6,Running Late
X937,Heavy Traffic,09/09/2016 8:09,Bronx,G.V.C. LTD. (B2192),15 mins,7,Running Late
X665,Heavy Traffic,09/09/2016 8:03,Bronx,G.V.C. LTD. (B2192),10min,6,Running Late
X194,Heavy Traffic,09/09/2016 8:00,Bronx,"BORO TRANSIT, INC.",25-30 MIN,7,Running Late
M317,Heavy Traffic,09/09/2016 8:10,Manhattan,"RELIANT TRANS, INC. (B232",15 MINS,11,Running Late
K664,Heavy Traffic,09/09/2016 8:11,Brooklyn,"RELIANT TRANS, INC. (B232",15MINS,4,Running Late
X079,Heavy Traffic,09/09/2016 8:10,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,7,Running Late
L007,Heavy Traffic,09/09/2016 8:13,Brooklyn,B & F SKILLED INC.(B2192),20 mins,5,Running Late
L630,Heavy Traffic,09/09/2016 8:14,,"RELIANT TRANS, INC. (B232",15MINS,5,Running Late
X087,Heavy Traffic,09/09/2016 8:05,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,6,Running Late
Y953,Heavy Traffic,09/09/2016 8:00,,"DON THOMAS BUSES, INC. (B",20 MINTUES,6,Running Late
L015,Heavy Traffic,09/09/2016 8:16,Brooklyn,B & F SKILLED INC.(B2192),20 mins,2,Running Late
W818,Heavy Traffic,09/09/2016 8:21,Westchester,THOMAS BUSES INC (B2192),15 mins,6,Running Late
P243,Heavy Traffic,09/09/2016 8:00,Queens,HOYT TRANSPORTATION CORP.,20MNS,5,Running Late
Y922,Heavy Traffic,09/09/2016 8:10,Bronx,"DON THOMAS BUSES, INC. (B",30 MIN,2,Running Late
Y981,Heavy Traffic,09/09/2016 8:16,Bronx,"DON THOMAS BUSES, INC. (B",30 MIN,2,Running Late
M524,Heavy Traffic,09/09/2016 8:25,Manhattan,G.V.C. LTD. (B2192),10 mins,2,Running Late
M397,Heavy Traffic,09/09/2016 8:14,Manhattan,"RELIANT TRANS, INC. (B232",15 MINS,5,Running Late
L035,Heavy Traffic,09/09/2016 8:26,Brooklyn,B & F SKILLED INC.(B2192),20 mins,4,Running Late
M817,Heavy Traffic,09/09/2016 8:10,Manhattan,LEESEL TRANSP CORP (B2192,20,5,Running Late
Q034,Heavy Traffic,09/09/2016 8:31,Queens,"RELIANT TRANS, INC. (B232",20 min,1,Running Late
M876,Heavy Traffic,09/09/2016 8:28,Manhattan,LEESEL TRANSP CORP (B2192,20 MIN,5,Running Late
Q592,Heavy Traffic,09/09/2016 8:34,Queens,"RELIANT TRANS, INC. (B232",20 min,10,Running Late
L648,Heavy Traffic,09/09/2016 8:34,Bronx,"RELIANT TRANS, INC. (B232",15 MINS,6,Running Late
M303,Heavy Traffic,09/09/2016 8:41,Manhattan,G.V.C. LTD. (B2192),30 mins,1,Running Late
K566,Heavy Traffic,09/09/2016 8:42,Brooklyn,"RELIANT TRANS, INC. (B232",20 MIN,6,Running Late
M502,Heavy Traffic,09/09/2016 8:40,Manhattan,LEESEL TRANSP CORP (B2192,30 min,5,Running Late
R374,Other,09/09/2016 8:59,Staten Island,"RELIANT TRANS, INC. (B232",15MINS,7,Running Late
M755,Heavy Traffic,09/09/2016 9:00,Manhattan,LEESEL TRANSP CORP (B2192,30MIN,5,Running Late
L761,Heavy Traffic,09/09/2016 13:57,,"RELIANT TRANS, INC. (B232",15 MINS,1,Running Late
L346,Heavy Traffic,09/09/2016 14:27,,"RELIANT TRANS, INC. (B232",20 MINS,1,Running Late
X878,Mechanical Problem,09/09/2016 14:30,Bronx,HOYT TRANSPORTATION CORP.,,1,Breakdown
K9198,Other,09/09/2016 14:50,Brooklyn,SNT BUS INC,,35,Breakdown
M554,Other,09/09/2016 14:45,Manhattan,CONSOLIDATED BUS TRANS. I,25-30 MIN,6,Running Late
L685,Mechanical Problem,09/09/2016 15:00,,"RELIANT TRANS, INC. (B232",,2,Breakdown
M354,Heavy Traffic,09/09/2016 15:20,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
Q592,Heavy Traffic,09/09/2016 15:38,Queens,"RELIANT TRANS, INC. (B232",15MINS,2,Running Late
K598,Mechanical Problem,09/09/2016 15:40,Brooklyn,"RELIANT TRANS, INC. (B232",,10,Breakdown
Y860,Mechanical Problem,09/09/2016 15:15,Bronx,"DON THOMAS BUSES, INC. (B",,4,Breakdown
K413,Mechanical Problem,09/09/2016 15:25,Brooklyn,L & M BUS CORP (A),,5,Breakdown
K367,Mechanical Problem,09/09/2016 16:42,Brooklyn,"RELIANT TRANS, INC. (B232",,4,Breakdown
M281,Other,09/12/2016 6:18,Manhattan,LEESEL TRANSP CORP (B2192,15 MIN,1,Running Late
L658,Heavy Traffic,09/12/2016 6:59,,"RELIANT TRANS, INC. (B232",15MINS,2,Running Late
K1602,Other,09/12/2016 7:20,Brooklyn,"MV TRANSPORTATION, INC.",30mins,1,Running Late
N751,Heavy Traffic,09/12/2016 7:25,Nassau County,"BORO TRANSIT, INC.",25-35 MIN,1,Running Late
Y938,Other,09/12/2016 7:28,Brooklyn,PRIDE TRANSPORTATION (SCH,,1,Breakdown
N754,Heavy Traffic,09/12/2016 7:46,Nassau County,"THOMAS BUSES, INC. (B2321",20 mins,3,Running Late
J708,Heavy Traffic,09/12/2016 8:02,New Jersey,"RELIANT TRANS, INC. (B232",25 min,10,Running Late
L780,Heavy Traffic,09/12/2016 8:06,Brooklyn,"RELIANT TRANS, INC. (B232",25 min,25,Running Late
N617,Heavy Traffic,09/12/2016 8:07,Nassau County,"THOMAS BUSES, INC. (B2321",20 min,2,Running Late
N994,Heavy Traffic,09/12/2016 8:11,Nassau County,"THOMAS BUSES, INC. (B2321",15 min,4,Running Late
N615,Heavy Traffic,09/12/2016 8:19,Nassau County,"THOMAS BUSES, INC. (B2321",15 min,2,Running Late
M272,Heavy Traffic,09/12/2016 8:22,Manhattan,LEESEL TRANSP CORP (B2192,20 MIN,4,Running Late
M266,Heavy Traffic,09/12/2016 8:25,Manhattan,LEESEL TRANSP CORP (B2192,20 MIN,5,Running Late
M274,Heavy Traffic,09/12/2016 8:35,Manhattan,LEESEL TRANSP CORP (B2192,15 MIN,3,Running Late
M471,Heavy Traffic,09/12/2016 8:46,Manhattan,FIRST STEPS TRANSP INC. (,20 min,6,Running Late
M303,Heavy Traffic,09/12/2016 8:47,Manhattan,G.V.C. LTD. (B2192),10 mins,2,Running Late
M755,Heavy Traffic,09/12/2016 8:45,Manhattan,LEESEL TRANSP CORP (B2192,45MIN,4,Running Late
K9602,Won`t Start,09/12/2016 15:36,Brooklyn,"MV TRANSPORTATION, INC.",,5,Breakdown
P405,Other,09/12/2016 3:35,,ACME BUS CORP. (B2321),25mins,5,Running Late
Q9371,Won`t Start,09/12/2016 16:20,Queens,PRIDE TRANSPORTATION (SCH,,1,Breakdown
L526,Heavy Traffic,09/13/2016 06:35:00 AM,,"RELIANT TRANS, INC. (B232",20 min,2,Running Late
L556,Heavy Traffic,09/13/2016 06:34:00 AM,,"RELIANT TRANS, INC. (B232",15MINS,1,Running Late
K1610,Heavy Traffic,09/13/2016 06:39:00 AM,Brooklyn,"MV TRANSPORTATION, INC.",20MINS,3,Running Late
Y977,Heavy Traffic,09/13/2016 06:40:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,1,Running Late
Y959,Heavy Traffic,09/13/2016 06:40:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,1,Running Late
K723,Heavy Traffic,09/13/2016 06:52:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",20 min,5,Running Late
M359,Heavy Traffic,09/13/2016 06:50:00 AM,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,1,Running Late
M011,Other,09/13/2016 06:55:00 AM,Manhattan,"BORO TRANSIT, INC.",45 MIN,1,Running Late
P586,Heavy Traffic,09/13/2016 07:00:00 AM,,ACME BUS CORP. (B2321),25mins,1,Running Late
K895,Heavy Traffic,09/13/2016 07:19:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",20MINS,8,Running Late
K660,Heavy Traffic,09/13/2016 07:24:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",25 min,4,Running Late
R664,Heavy Traffic,09/13/2016 07:26:00 AM,Staten Island,"RELIANT TRANS, INC. (B232",25 min,8,Running Late
P566,Heavy Traffic,09/13/2016 07:10:00 AM,,ACME BUS CORP. (B2321),30mins,1,Running Late
L963,Heavy Traffic,09/13/2016 07:28:00 AM,Staten Island,"RELIANT TRANS, INC. (B232",25,1,Running Late
X672,Heavy Traffic,09/13/2016 07:29:00 AM,Bronx,G.V.C. LTD. (B2192),20,4,Running Late
X238,Mechanical Problem,09/13/2016 07:20:00 AM,Bronx,VAN TRANS LLC (B2192),,2,Breakdown
L737,Heavy Traffic,09/13/2016 07:28:00 AM,,"RELIANT TRANS, INC. (B232",15MINS,8,Running Late
P541,Heavy Traffic,09/13/2016 07:25:00 AM,Manhattan,ACME BUS CORP. (B2321),30mins,2,Running Late
L520,Heavy Traffic,09/13/2016 07:33:00 AM,Bronx,"RELIANT TRANS, INC. (B232",25 MIN,3,Running Late
Q037,Heavy Traffic,09/13/2016 07:34:00 AM,Queens,"RELIANT TRANS, INC. (B232",20 MIN,1,Running Late
M762,Heavy Traffic,09/13/2016 07:33:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",20MINS,5,Running Late
K563,Heavy Traffic,09/13/2016 07:38:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",25 MIN,6,Running Late
L903,Heavy Traffic,09/13/2016 07:36:00 AM,Queens,"RELIANT TRANS, INC. (B232",20 MIN,7,Running Late
L016,Heavy Traffic,09/13/2016 07:36:00 AM,Brooklyn,B & F SKILLED INC.(B2192),20 mins,1,Running Late
R354,Heavy Traffic,09/13/2016 07:40:00 AM,Staten Island,"RELIANT TRANS, INC. (B232",20 MIN,2,Running Late
Y730,Heavy Traffic,09/13/2016 07:35:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,4,Running Late
P547,Heavy Traffic,09/13/2016 07:35:00 AM,,ACME BUS CORP. (B2321),25mins,3,Running Late
K956,Heavy Traffic,09/13/2016 07:42:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",25 MIN,7,Running Late
M041,Problem Run,09/13/2016 07:42:00 AM,Manhattan,"THOMAS BUSES, INC. (B2321",15 Min,2,Running Late
X490,Heavy Traffic,09/13/2016 07:43:00 AM,Bronx,G.V.C. LTD. (B2192),10 mins,7,Running Late
M592,Heavy Traffic,09/13/2016 07:40:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",10 MIN,3,Running Late
K920,Heavy Traffic,09/13/2016 07:43:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",20 MIN,8,Running Late
M220,Heavy Traffic,09/13/2016 07:43:00 AM,Manhattan,FIRST STEPS TRANSP INC. (,30 mins,4,Running Late
K555,Heavy Traffic,09/13/2016 07:46:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",25 MIN,8,Running Late
K337,Heavy Traffic,09/13/2016 07:47:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",15 MIN,4,Running Late
Q034,Heavy Traffic,09/13/2016 07:47:00 AM,Queens,"RELIANT TRANS, INC. (B232",20 MIN,8,Running Late
M021,Other,09/13/2016 07:45:00 AM,Manhattan,"BORO TRANSIT, INC.",20 MIN,5,Running Late
R566,Heavy Traffic,09/13/2016 07:49:00 AM,Staten Island,"RELIANT TRANS, INC. (B232",25 MIN,7,Running Late
P308,Heavy Traffic,09/13/2016 07:40:00 AM,,ACME BUS CORP. (B2321),30mins,1,Running Late
M560,Heavy Traffic,09/13/2016 07:51:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15 MIN,7,Running Late
M659,Heavy Traffic,09/13/2016 07:40:00 AM,Manhattan,LEESEL TRANSP CORP (B2192,40min,5,Running Late
K885,Heavy Traffic,09/13/2016 07:52:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",25 min,8,Running Late
K646,Heavy Traffic,09/13/2016 07:52:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",20 MIN,11,Running Late
M420,Heavy Traffic,09/13/2016 07:51:00 AM,Manhattan,FIRST STEPS TRANSP INC. (,30 Min,4,Running Late
M549,Heavy Traffic,09/13/2016 07:53:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15 MIN,6,Running Late
Y880,Other,09/13/2016 07:50:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,1,Running Late
K561,Heavy Traffic,09/13/2016 07:54:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",20 MIN,3,Running Late
J713,Heavy Traffic,09/13/2016 07:54:00 AM,New Jersey,"RELIANT TRANS, INC. (B232",20 min,11,Running Late
M282,Heavy Traffic,09/13/2016 07:56:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",15 MIN,4,Running Late
M181,Heavy Traffic,09/13/2016 07:55:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",20 min,2,Running Late
K895,Heavy Traffic,09/13/2016 07:56:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",20,8,Running Late
X937,Heavy Traffic,09/13/2016 07:58:00 AM,Bronx,G.V.C. LTD. (B2192),5 mins,7,Running Late
M347,Heavy Traffic,09/13/2016 07:58:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",20MINS,11,Running Late
K637,Heavy Traffic,09/13/2016 07:59:00 AM,Brooklyn,"RELIANT TRANS, INC. (B232",20 MIN,6,Running Late
X959,Heavy Traffic,09/13/2016 08:00:00 AM,Bronx,G.V.C. LTD. (B2192),10 mins,1,Running Late
M792,Heavy Traffic,09/13/2016 08:00:00 AM,Manhattan,"RELIANT TRANS, INC. (B232",25 MIN,4,Running Late
X531,Heavy Traffic,09/13/2016 08:02:00 AM,Bronx,G.V.C. LTD. (B2192),15mins,6,Running Late
Q417,Heavy Traffic,09/13/2016 07:55:00 AM,Queens,"RELIANT TRANS, INC. (B232",15MINS,5,Running Late
Y917,Heavy Traffic,09/13/2016 08:00:00 AM,,"DON THOMAS BUSES, INC. (B",20 MINTUES,8,Running Late
Q821,Heavy Traffic,09/13/2016 07:58:00 AM,Queens,FIRST STEPS TRANSP INC. (,30 min,4,Running Late
X696,Heavy Traffic,09/13/2016 08:03:00 AM,Bronx,G.V.C. LTD. (B2192),20 mins,6,Running Late
